1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
1,17
2,4
3,6
5,8
7,10
9,12
11,14
13,16
15,17
1,4
2,6
3,8
5,10
7,12
9,14
11,16
13,17
1,15
4,6
2,8
3,10
5,12
7,14
9,16
11,17
13,15
1,6
4,8
2,10
3,12
5,14
7,16
9,17
11,15
1,13
6,8
4,10
2,12
3,14
5,16
7,17
9,15
11,13
1,8
6,10
4,12
2,14
3,16
5,17
7,15
9,13
1,11
8,10
6,12
4,14
2,16
3,17
5,15
7,13
9,11
1,10
8,12
6,14
4,16
2,17
3,15
5,13
7,11
1,9
10,12
8,14
6,16
4,17
2,15
3,13
5,11
7,9
1,12
10,14
8,16
6,17
4,15
2,13
3,11
5,9
1,7
12,14
10,16
8,17
6,15
4,13
2,11
3,9
5,7
1,14
12,16
10,17
8,15
6,13
4,11
2,9
3,7
1,5
14,16
12,17
10,15
8,13
6,11
4,9
2,7
3,5
1,16
14,17
12,15
10,13
8,11
6,9
4,7
2,5
1,3
16,17
14,15
12,13
10,11
8,9
6,7
4,5
2,3
